t,a,o2,r,d,_
61,[ 0.7436122  -0.31035328 -0.41793683 -0.39440772 -0.15410984  0.8957445 ],"[  1.17146982  -0.30329086  -0.01010491  -0.51497057   0.99171702
  -0.04667727  -0.64958603   0.86830709  -0.81402711  -0.73249867
  -0.76712343   7.36123822 -10.         -10.           1.77575308
  -5.80081919  -0.78912713]",0.17198006046008774,False,"{'x_position': -0.06405147287646412, 'x_velocity': -0.8262143245916396}"
62,[ 0.00177112 -0.3743732   0.56297183 -0.508651    0.3332251  -0.6046729 ],"[  1.16501035  -0.3236145    0.03085813  -0.62225994   0.92487137
  -0.05542708  -0.68470964   0.82920174  -0.95998809  -0.87854866
  -4.26400811   2.92887871 -10.          -6.66521395  -3.88007322
  -3.00069047  -8.94153613]",0.10973149872946221,False,"{'x_position': -0.07116408096772889, 'x_velocity': -0.8890760114080958}"
63,[-0.06398111 -0.7307516   0.34443486 -0.43078995 -0.3561522  -0.703516  ],"[  1.15654502  -0.36937315   0.04453748  -0.73192413   0.88105037
  -0.09630635  -0.71734353   0.71545236  -1.27908136  -1.24266563
  -6.97898912   0.73219084 -10.          -4.44393011  -6.0626874
  -5.14348836 -10.        ]",-0.12969731775222168,False,"{'x_position': -0.08018994682225429, 'x_velocity': -1.1282332318156754}"
64,[-0.11682448  0.8695215   0.3101095   0.6242408  -0.5461305  -0.85727036],"[  1.14694294  -0.42064071   0.04598491  -0.8245448    0.85227535
  -0.13026139  -0.7761234    0.50225436  -1.20659576  -1.1423471
  -5.8035147   -0.24177776  -8.83296985  -2.85977051  -2.36272156
  -9.25299758 -10.        ]",-0.24050800536993874,False,"{'x_position': -0.0900957010164284, 'x_velocity': -1.2382192742717637}"
65,[-0.0285813   0.27891636  0.5204557  -0.06312975  0.49120086  0.49630284],"[  1.13756379  -0.47312785   0.03123346  -0.88410605   0.83419369
  -0.16508449  -0.82704162   0.26899631  -1.06302333  -1.20372923
  -7.31028754  -3.41440929  -6.12210703  -1.74693173  -6.38452417
  -3.70663378 -10.        ]",-0.13662321866627647,False,"{'x_position': -0.09918195824155054, 'x_velocity': -1.1357821531402679}"
66,[-0.62368995  0.06324101 -0.1284141  -0.73440886 -0.42324287  0.386686  ],"[  1.12586249  -0.56300116  -0.03928808  -0.91978811   0.81573405
  -0.26034897  -0.83988972   0.16655667  -1.38953011  -1.76847618
 -10.         -10.          -2.83460302  -2.87229092 -10.
   0.24452073  -5.77187596]",-0.24115098246610908,False,"{'x_position': -0.10910094613629834, 'x_velocity': -1.2398734868434742}"
67,[ 0.11666485 -0.6643736  -0.7934769   0.22677445  0.6509048  -0.6853379 ],"[  1.11167371  -0.67576616  -0.13555081  -0.95965341   0.7333284
  -0.38944704  -0.83768682   0.15015557  -1.26094364  -1.76331464
 -10.          -9.95151673  -7.03830654 -10.         -10.
   0.27381611   0.80465407]",-0.32281304141880374,False,"{'x_position': -0.11966721526676681, 'x_velocity': -1.320783641308559}"
68,[-0.6461916   0.8199411  -0.04922578 -0.20974147  0.31619495 -0.9411562 ],"[  1.09671542  -0.80767162  -0.26167203  -0.98252965   0.59680573
  -0.54859051  -0.81792917   0.16055286  -1.14660187  -2.0262244
 -10.         -10.           1.22726879 -10.         -10.
   4.55522939   1.38087941]",-0.2281764717876936,False,"{'x_position': -0.12947565075322656, 'x_velocity': -1.226054435807469}"
69,[ 0.7719834  -0.1691938  -0.8902149  -0.11746294  0.6671286   0.9598316 ],"[  1.08018876  -0.94938346  -0.40325417  -0.99100106   0.40609256
  -0.73149512  -0.77801202   0.23071602  -0.77254588  -2.06842386
 -10.         -10.          -3.16378305 -10.         -10.
   5.6216379   10.        ]",0.053312774163971906,False,"{'x_position': -0.13702677094112511, 'x_velocity': -0.943890023487319}"
70,[ 0.65833294 -0.40870363 -0.1464646  -0.50175697  0.6755108   0.96939546],"[  1.06260332  -1.06863111  -0.50086849  -1.0247673    0.14412631
  -0.90205331  -0.71761145   0.42100505  -0.4335471   -2.31569401
 -10.         -10.          -5.13271351 -10.         -10.
   9.96891171  10.        ]",0.3977558498163357,True,"{'x_position': -0.14182656658033857, 'x_velocity': -0.5999744549016819}"
71,[-0.05853229  0.23743154 -0.49153918 -0.6191578   0.7680512   0.80272204],"[ 1.24723646e+00 -1.25349836e-02 -2.30240298e-02  9.20076887e-03
 -3.07090557e-02 -2.20588398e-02  4.08217624e-03  4.45380432e-02
 -2.75882293e-01 -1.54502541e-01 -3.87604310e+00 -5.13343013e+00
  1.58509104e+00 -6.64801894e+00 -4.79160157e+00  1.95782292e-01
  1.00000000e+01]",0.8831234470748639,False,"{'x_position': -0.003574449218288648, 'x_velocity': -0.11495752070906404}"
72,[ 0.48631752 -0.51618886 -0.5584809   0.1434195  -0.5318531  -0.2939903 ],"[ 1.24648248e+00 -2.20403650e-02 -2.51364229e-02 -2.36771103e-03
 -1.11730831e-01 -2.20359484e-02 -1.86430840e-02  1.24084671e-01
 -3.07850491e-01 -3.68862915e-02  1.47743511e+00  4.56598484e+00
 -4.39796986e+00 -1.00000000e+01  4.76753938e+00 -5.89892914e+00
  8.11726153e+00]",0.7074024160863565,False,"{'x_position': -0.005905592098917865, 'x_velocity': -0.29139286007865206}"
73,[ 0.15108038 -0.05983187 -0.3499493   0.9354077   0.5611539   0.28588918],"[ 1.24581427e+00  3.58696016e-03  2.72991034e-02 -3.71721927e-02
 -2.26894869e-01  3.20145282e-02 -6.50901438e-02  2.01409345e-01
 -9.17207597e-02 -1.18239147e-01  2.71090062e+00  5.22917797e+00
 -3.19654390e+00 -1.00000000e+01  5.37753001e+00 -4.17129241e+00
  1.00000000e+01]",0.8501179287074389,False,"{'x_position': -0.007093284800544975, 'x_velocity': -0.1484615877033888}"
74,[ 0.1409459  -0.9097065  -0.06162192  0.763928   -0.84031385  0.74622977],"[ 1.24386665e+00  4.94869482e-03  5.39591076e-02 -7.77027876e-02
 -2.62605412e-01  6.07214547e-02 -1.15138920e-01  3.36653905e-01
 -8.39423652e-01 -3.77368050e-01 -2.12355918e+00  1.81034262e+00
 -7.07774897e+00  8.94626750e-01  2.14004106e+00 -8.37001209e+00
  1.00000000e+01]",0.5251834689105289,False,"{'x_position': -0.010870234642263063, 'x_velocity': -0.47211873021476103}"
75,[-0.44003442 -0.08748193 -0.4765962   0.8425915   0.6172819  -0.27867064],"[ 1.24124568 -0.01353861  0.0601448  -0.12416785 -0.24307799  0.06853771
 -0.1653374   0.4950637  -0.67654006 -0.27367696 -2.34695086 -0.03057222
 -4.60754833  3.44794473  0.06624328 -4.35690531 10.        ]",0.23784866329822518,False,"{'x_position': -0.01695466867877277, 'x_velocity': -0.7605542545637133}"
76,[ 0.1959975   0.52906954 -0.81093323  0.28772718 -0.48331758 -0.7931883 ],"[ 1.24028431 -0.03560802  0.04693971 -0.14332357 -0.22070937  0.06550141
 -0.20390702  0.5785534  -0.68879175  0.02901485 -3.10803932 -3.16572574
 -0.2309649   1.93857252 -0.71142917 -5.43630586  3.83363774]",0.31452232824727483,False,"{'x_position': -0.02242311827144539, 'x_velocity': -0.6835561990840774}"
77,[ 0.42198375  0.7027658   0.6989603  -0.45039803  0.37963375 -0.43758887],"[ 1.24017584e+00 -6.66463804e-02  6.40031747e-03 -1.32828218e-01
 -1.68271413e-01  4.02743855e-02 -2.24951277e-01  5.83321270e-01
 -4.55290553e-01 -5.94753827e-02 -4.63447964e+00 -6.94417571e+00
  2.89105191e+00  1.00000000e+01 -5.55209119e+00  1.35623110e-01
 -2.57259479e+00]",0.4265298720847636,False,"{'x_position': -0.02699728761710157, 'x_velocity': -0.5717711682070226}"
78,[ 0.33974078 -0.4968444  -0.8571362   0.63638765  0.26772404  0.60772735],"[ 1.23957884 -0.09260362 -0.028635   -0.12285629 -0.10348621  0.00945742
 -0.22232311  0.59530781 -0.37907417 -0.08367997 -2.04144695 -2.08462064
 -0.28202488  5.7031601  -2.45880405  0.70338337  5.55153412]",0.5852052105946071,False,"{'x_position': -0.03030010226455144, 'x_velocity': -0.4128518309312336}"
79,[ 0.24321276  0.02123311 -0.6168769   0.7138072   0.8661715   0.91561896],"[ 1.23872582e+00 -9.59584088e-02 -3.10653289e-02 -1.23605165e-01
 -9.25619978e-02 -1.52007128e-03 -1.99957686e-01  6.91379277e-01
  6.60113971e-02 -1.25575785e-01  1.62222102e+00  2.05837578e+00
 -7.24072417e-02 -3.13508401e+00  3.93469518e-01  4.63276352e+00
  1.00000000e+01]",0.8317710507560132,False,"{'x_position': -0.0316256276794567, 'x_velocity': -0.165690676863158}"
80,[ 0.09497491 -0.5654824  -0.3304967   0.94190556 -0.66731864  0.08806239],"[ 1.23756246e+00 -8.15021075e-02 -3.20327728e-03 -1.40439512e-01
 -1.12400156e-01  1.33423093e-02 -1.81223583e-01  8.31962238e-01
 -3.21037828e-01 -1.32619126e-01  9.90585840e-01  3.48031118e+00
 -3.58720201e+00 -9.48920950e-01  1.59562180e+00  8.73547112e-01
  1.00000000e+01]",0.8940102630995233,False,"{'x_position': -0.032459319383139826, 'x_velocity': -0.1042114629603904}"
81,[-0.78986883 -0.5970755  -0.94849837 -0.7219653   0.61525494  0.34323722],"[ 1.23725679e+00 -1.12546972e-01 -3.09947748e-02 -1.49367303e-01
 -1.19849648e-01 -4.13063011e-02 -1.29828723e-01  9.00284621e-01
 -7.58350943e-01  2.99917993e-03 -8.71701527e+00 -1.00000000e+01
  1.25710535e+00 -8.48127322e-01 -1.00000000e+01  1.00000000e+01
  4.79713538e+00]",0.4552957299537456,False,"{'x_position': -0.036793772539939304, 'x_velocity': -0.5418066445999348}"
82,[0.12525663 0.8995176  0.7331292  0.88849384 0.92445785 0.4053863 ],"[  1.23640343  -0.16519169  -0.10320645  -0.12544951  -0.08784999
  -0.15152962  -0.01871181   0.91996223  -0.0108403   -0.21818018
  -4.42755978  -7.67168928   4.72727454   8.88015189 -10.
  10.           0.60788294]",0.6127984319753796,False,"{'x_position': -0.03986601963232352, 'x_velocity': -0.3840308865480273}"
83,[-0.94100004  0.55380684 -0.09951439  0.52946615  0.9256336   0.9311759 ],"[  1.23377829  -0.21050346  -0.19090362  -0.05612378  -0.03425926
  -0.25455267   0.08981106   0.91719303  -0.17210079  -0.4140675
  -6.53252009 -10.          10.           4.13842216 -10.
   8.75710262  -1.0472664 ]",0.9400738219198208,False,"{'x_position': -0.04031977860339745, 'x_velocity': -0.05671987138424102}"
84,[-0.4546684   0.05913192  0.1645457  -0.265422    0.00694252  0.576875  ],"[ 1.22933488e+00 -2.73238107e-01 -3.08430496e-01  3.85278862e-02
  3.61310191e-03 -3.47839274e-01  1.31517594e-01  9.04999017e-01
 -7.13832701e-01 -6.88491298e-01 -8.89709892e+00 -1.00000000e+01
  8.90499992e+00  6.48328811e+00 -1.00000000e+01  2.36065456e+00
 -1.85561723e+00]",0.5803856905812806,False,"{'x_position': -0.04367156846260112, 'x_velocity': -0.41897373240045843}"
85,[-0.9888691  -0.5598541   0.25136873  0.0484688  -0.5737704   0.36033535],"[  1.2224213   -0.35773982  -0.4249382    0.0837571    0.07852081
  -0.44448982   0.13210889   0.88867523  -1.35587936  -1.06234895
 -10.         -10.           3.03101774  10.         -10.
  -2.1549255   -2.13612729]",-0.04892196437415072,False,"{'x_position': -0.052048417072262904, 'x_velocity': -1.0471060762077231}"
86,[ 0.43945992  0.68807685  0.92277396  0.5765982  -0.38518408 -0.9818883 ],"[  1.21479355  -0.4317655   -0.51057485   0.09465543   0.22774873
  -0.51129055   0.093912     0.8156223   -1.06908433  -0.81167178
  -6.27356483  -6.42959018   0.06309578  10.          -3.96087151
  -7.23035412 -10.        ]",-0.21180689366600902,False,"{'x_position': -0.06171916803419779, 'x_velocity': -1.2088438702418605}"
87,[-0.72455376  0.6334848  -0.35486445 -0.44838026 -0.8116299  -0.6841586 ],"[  1.20701609  -0.50402646  -0.58347269   0.09078858   0.40498965
  -0.5636006    0.02645175   0.64337903  -1.68666626  -1.16223861
 -10.         -10.          -0.89893388  10.          -9.14548817
  -9.40718771 -10.        ]",-0.39023350896108794,False,"{'x_position': -0.07282199554039577, 'x_velocity': -1.3878534382747476}"
88,[-0.9318058  -0.74469894 -0.4456472  -0.95517546  0.04811664  0.78765565],"[  1.19302533  -0.63526272  -0.71976843   0.08061227   0.52990367
  -0.68549623  -0.02777429   0.46593306  -2.11164081  -2.41029244
 -10.         -10.          -1.54107854  10.         -10.
  -4.40304988 -10.        ]",-0.9306088430726478,False,"{'x_position': -0.08824161415065383, 'x_velocity': -1.9274523262822578}"
89,[ 0.46930414 -0.11395086 -0.23768276 -0.9057991  -0.12117515 -0.24808039],"[  1.17126515  -0.80923693  -0.89872092   0.05894483   0.6106479
  -0.86543478  -0.05234079   0.30467388  -1.96911233  -3.0325184
 -10.         -10.          -3.9769436    8.12619856 -10.
  -1.74024507 -10.        ]",-1.0500120069169672,False,"{'x_position': -0.10463221881862232, 'x_velocity': -2.048825583496061}"
90,[-0.5403117  -0.51950157  0.7398277  -0.9977565   0.8574585   0.5786362 ],"[  1.14049352  -1.01433874  -1.10144428   0.01835127   0.71815069
  -1.09877649  -0.02871026   0.14314882  -1.4775681   -4.67984782
 -10.         -10.          -6.29993096  10.         -10.
   7.23782535 -10.        ]",-0.7568949377622899,True,"{'x_position': -0.1186619804306297, 'x_velocity': -1.7537202015009221}"
91,[-0.8140523   0.66138816  0.7390176  -0.18096529  0.83831054 -0.02323814],"[ 1.25330577e+00 -2.75061675e-02 -3.65334827e-02  1.12606519e-02
  4.31530976e-02 -2.93236644e-02  5.82301265e-03  7.38048082e-03
 -4.05987546e-01 -2.47030105e-01 -5.73042148e+00 -7.73103676e+00
  1.87425137e+00  1.00000000e+01 -6.80687179e+00  2.66020853e-01
  1.04010597e+00]",0.8209173816584607,False,"{'x_position': -0.00034464459590099426, 'x_velocity': -0.17670030294427677}"
92,[ 0.12516148  0.39064986 -0.4619085   0.9391184   0.80638194  0.6456952 ],"[ 1.25093614e+00 -4.96422927e-02 -6.83873788e-02  2.10261509e-02
  1.03578979e-01 -5.40777302e-02  3.28264407e-03  5.04675462e-02
  8.40550622e-02 -3.34134381e-01  1.54805986e-01 -3.57240703e-01
  6.91065292e-01  4.36573165e+00  5.37068706e-01 -8.21687992e-01
  9.69954851e+00]",0.8349790726432706,False,"{'x_position': -0.0016461660167537305, 'x_velocity': -0.16269017760659202}"
93,[ 0.98913825  0.116909   -0.5661127  -0.14589955 -0.00236475 -0.7902254 ],"[ 1.24918295e+00 -2.79682890e-02 -4.18240619e-02  1.64267684e-02
  1.03783944e-01 -2.64809871e-02 -1.03863835e-03  7.53136407e-02
  3.87772976e-01 -1.15438780e-01  5.24460943e+00  6.96506456e+00
 -1.82615332e+00 -4.30780847e+00  6.30737883e+00 -2.17054839e-01
 -3.46650718e+00]",1.232999984270933,False,"{'x_position': 0.00023350021159311628, 'x_velocity': 0.23495827854335583}"
94,[ 0.23205286  0.06730446  0.9534096   0.7742847   0.6308266  -0.07368436],"[ 1.24703092e+00  2.45402058e-02  3.05011349e-02 -9.34622743e-03
  1.28344572e-01  3.36455840e-02  3.22131051e-03  4.31743927e-02
  4.69773705e-01 -4.23055367e-01  5.27749437e+00  7.28796571e+00
 -2.91685525e+00  1.00000000e+01  5.69449140e+00  1.21720864e+00
 -4.19144782e+00]",1.5210819128777775,False,"{'x_position': 0.004417917568105021, 'x_velocity': 0.523052169563988}"
95,[ 0.23840563 -0.8481046   0.3746398  -0.2693879   0.53497654 -0.6344692 ],"[ 1.24362859e+00  4.44297633e-02  6.87494774e-02 -4.36933489e-02
  2.32245631e-01  5.58364577e-02  1.09394313e-02 -2.33037822e-02
 -2.03673906e-01 -4.22527183e-01  1.45940381e-03  2.74790689e+00
 -5.88443344e+00  1.00000000e+01  2.14798612e-01  7.45456447e-01
 -1.00000000e+01]",1.121511069346034,False,"{'x_position': 0.005403428479478822, 'x_velocity': 0.12318886392172516}"
96,[-0.98389727  0.8206156  -0.28488487 -0.8052828  -0.21449117 -0.37879327],"[ 1.24071871e+00  1.08055556e-03  1.48090950e-02 -3.64712871e-02
  3.28098054e-01  7.03169854e-03  1.54927598e-02 -1.37866426e-01
 -8.16963842e-01 -3.52091972e-01 -1.00000000e+01 -1.00000000e+01
  7.63015521e+00  8.03773361e+00 -1.00000000e+01  4.22759095e-01
 -1.00000000e+01]",0.48710789565916607,False,"{'x_position': 0.0013207763993145288, 'x_velocity': -0.5103315100205367}"
97,[-0.50265193 -0.35860902  0.55655825  0.909748   -0.5423995  -0.26775655],"[ 1.23691326e+00 -6.94516977e-02 -8.61620026e-02  7.10402972e-03
  4.24696050e-01 -5.72369755e-02 -1.06490383e-02 -2.27585796e-01
 -8.99141589e-01 -5.68843618e-01 -6.83597200e+00 -9.08523778e+00
  3.33494550e+00  1.00000000e+01 -3.74051275e+00 -7.00344340e+00
 -3.98147679e+00]",0.14019245076346756,False,"{'x_position': -0.005542607605264987, 'x_velocity': -0.8579230005724394}"
98,[ 0.51746804  0.53064805 -0.4448558   0.45451835  0.3974997  -0.5384769 ],"[ 1.2331202  -0.10193401 -0.12886808  0.0248513   0.52662621 -0.06322665
 -0.06461703 -0.23734933 -0.48307212 -0.36648809 -1.34436792 -1.78805902
  1.30936134  9.26396073  2.16471515 -6.49035408  0.82376268]",0.3053774328825322,False,"{'x_position': -0.011088373681831805, 'x_velocity': -0.6932207595708522}"
99,[ 0.6399846  -0.70992684 -0.38843313  0.30468616  0.26930743 -0.7761329 ],"[ 1.23140613e+00 -8.71296055e-02 -9.59765689e-02 -1.49516494e-03
  5.82217753e-01 -1.47363321e-02 -1.18175844e-01 -2.25881288e-01
 -2.97123234e-01 -8.17926189e-02  5.04377973e+00  1.00000000e+01
 -7.94825714e+00  4.53158030e+00  9.98460434e+00 -6.94990316e+00
  1.74656423e+00]",0.6087176917102405,False,"{'x_position': -0.014203974555376444, 'x_velocity': -0.3894501091930799}"
100,[ 0.26415145  0.5081576  -0.26449704 -0.50266254  0.57034755  0.13776496],"[ 1.23043781 -0.05912822 -0.04191403 -0.0436513   0.59757225  0.03595582
 -0.1497557  -0.20487332 -0.11915579 -0.14006995  1.97225155  3.52680627
 -2.603214   -0.60554009  2.71597223 -0.92331231  3.24681508]",0.791375435400068,False,"{'x_position': -0.01586501184079925, 'x_velocity': -0.20762966067785094}"
101,[ 0.29653078  0.8951797   0.08461113 -0.71302646  0.74995697  0.12538068],"[ 1.22910244 -0.06254768 -0.05385718 -0.02988378  0.59195742  0.01450676
 -0.12232767 -0.17552209  0.12581909 -0.20800168 -2.80447988 -6.47375373
  6.01636465 -0.79995345 -8.05247375  7.80549628  3.99281859]",1.0004122731769478,False,"{'x_position': -0.015845849664599978, 'x_velocity': 0.0023952720249091966}"
102,[-0.9454975   0.6420162   0.1637724   0.16657795 -0.8695274  -0.24075907],"[  1.22653587  -0.10013536  -0.1304131    0.03495845   0.58973979
  -0.05828643  -0.07623612  -0.13801233  -0.37902118  -0.42118896
  -6.01166164 -10.           6.48494105   0.92420867  -9.02582485
   3.15977097   5.39321108]",0.9220666248933564,False,"{'x_position': -0.016451918561739137, 'x_velocity': -0.07575861214239492}"
103,[ 0.92538524  0.4007942   0.82440144  0.9981591   0.37236282 -0.7333615 ],"[ 1.22371241 -0.10243719 -0.14614099  0.0646217   0.64939389 -0.07098393
 -0.06317201 -0.103309    0.34346815 -0.27294782  5.38835442  6.16117777
  1.07592161 10.          5.76922216  0.13220017  3.40447764]",0.979090300078619,False,"{'x_position': -0.01659224090941646, 'x_velocity': -0.01754029345966534}"
104,[-0.8439657  -0.04917286  0.6794176   0.95501226 -0.8616465  -0.8210733 ],"[ 1.22132479e+00 -5.05537972e-02 -8.02858481e-02  6.64185335e-02
  8.00537406e-01  2.56701103e-03 -9.13828799e-02 -7.09528145e-02
  7.67292462e-02 -3.26503427e-01  7.13602732e+00  9.66965969e+00
 -4.12146389e-01  1.00000000e+01  1.00000000e+01 -6.78855932e+00
  4.56789273e+00]",1.2184779803740744,False,"{'x_position': -0.014816377477495642, 'x_velocity': 0.2219829289901022}"
105,[ 0.5276008  -0.15181102 -0.69682586 -0.16222604  0.94607055 -0.20470974],"[ 1.21928030e+00 -3.01142843e-03 -1.60705953e-02  5.99636723e-02
  9.19040879e-01  6.58812548e-02 -1.07193942e-01 -5.11199533e-02
  2.28716998e-01 -1.92810483e-01  5.21198088e+00  6.96126803e+00
 -1.25254624e+00  8.37602156e+00  4.67619280e+00  2.39516098e+00
  5.92351445e-01]",1.1356845258047845,False,"{'x_position': -0.01371689928360009, 'x_velocity': 0.13743477423694395}"
106,[-0.30757734  0.6959623  -0.98441875 -0.6977338   0.2589535  -0.44389796],"[ 1.21851983e+00  1.37901470e-02  5.96620866e-03  5.10829923e-02
  9.18681969e-01  6.01717316e-02 -6.02886589e-02 -5.95666733e-02
 -9.52348412e-02  2.68217999e-03 -9.91086559e-01 -1.41879494e+00
 -9.74673869e-01 -8.37396312e+00 -6.08306941e+00  9.34170258e+00
 -2.73923014e+00]",1.063541963206674,False,"{'x_position': -0.013190171720799481, 'x_velocity': 0.06584094535007616}"
